kernelpca_feat_0,kernelpca_feat_1,kernelpca_feat_2,kernelpca_feat_3,kernelpca_feat_4,kernelpca_feat_5,kernelpca_feat_6,kernelpca_feat_7,kernelpca_feat_8,kernelpca_feat_9,kernelpca_feat_10,kernelpca_feat_11,kernelpca_feat_12,kernelpca_feat_13,kernelpca_feat_14
0.06667605497399434,1.2827941375427252,-0.7549482833103923,-0.8636950269268591,-0.9773284961288006,-0.9837579228903555,3.7509460749828367,1.4089908741837078,-0.02007273607315561,1.683713400527485,-1.3601245352550193,0.7882362405481042,2.542865491218687,0.2885350649013135,-0.03326475475359241
-2.789041863159747,-1.1872702237732373,0.34676430599078883,1.4304097826436917,0.533697322617289,1.616302967293166,0.5339434859622487,0.6386111288860117,0.13110382727963335,1.8301333554679842,-1.9329690973166103,1.2431623014019226,1.0429479557598471,0.4903228263290709,-0.18310482231391656
-0.4740020724077268,-0.9967398575613428,2.2822169948169493,-1.5864996239142772,0.6835712480861952,1.157155612347855,0.3720774562185362,-1.5737827320621027,0.8526485460925034,-0.21913758512601295,-0.3493693827818816,1.4788395681158606,1.2022010225712316,-0.8736882263129884,-0.10323913027701977
1.684036195347285,-1.9110665659492416,-0.6434078500403796,3.004988433722917,-0.28930764877043497,0.38493485307636277,0.06782596057343274,-0.8107541665553976,1.2880720813028372,-0.4425885305105054,-0.015188802967426503,0.3522540355333415,-0.9694809295915886,0.20595836252940558,-0.037696204099771535
-1.9495943337778237,0.2880726155622343,-1.0465761056511338,-1.4709594904116532,2.119722797764696,-0.04624142966928967,-0.6299623066578558,0.15031266379997915,-0.8248132670618036,0.1380297493062461,-1.0532043487474012,-0.18675212573781919,-0.28518907907200547,0.6447534347042414,0.232319696992467
0.7176312241808522,0.10800304485235745,-2.638995915117149,-1.735467544171451,0.2982753540404418,0.7740083811457482,-0.14049512413656112,-0.5213399816419366,-0.07788604669996178,0.6056223418448001,0.0549799346237239,-0.19978953825203302,0.6597167552466114,0.20202713947525594,0.07708271796023254
-2.0079162616454984,-1.0561056110174454,-0.41751838471300307,-1.5381078644380763,2.586305900398276,0.7136852527695616,-0.16420995716645367,-0.31018449850281854,1.92515561761269,-0.6346853690084681,-0.21392239955100983,-0.5000820208492394,-0.8231950113464944,-0.6287265960289458,0.06786972933260454
-0.2935793097510241,-0.8045996604810619,0.1409590171740375,-1.071131601378478,-2.3607154342965444,0.45057558499026,0.03575606363956249,0.5000341938347291,2.037365725436433,-1.227990367619442,-1.8697045355182624,-0.29037821417491755,-1.5750261337788343,0.6440299934224301,-0.08106458455198907
1.6417133752688327,0.7497153754526426,3.5526832400764303,2.748379937912267,1.3342476394631158,-0.016192363193092377,-0.16446338665644086,-0.3602697389520798,0.06563909312734145,-0.9827918059577584,1.9989932574547564,-0.06980592004532168,1.6438959080399742,-0.039483159564032096,0.019045376569098525
-0.801188519118422,-1.7922852648910608,-0.10931673748178439,1.8170177227619124,1.3402190471498119,0.04516171468112304,-0.4035425824792167,0.018921708146385063,-0.6523999542808745,-0.6420154100120492,0.5752797573180876,-0.28512183080927705,-0.7770710806713403,-0.42184247988034407,0.0512593724681435
-2.760459158772465,0.3534898287643922,0.6814581500999626,0.3977541646609154,-1.660360303449026,-0.6876345015310568,-0.8707164607488869,-0.8148700354935862,0.306527287995493,-0.26429393316198746,0.08610403754936885,-1.1000793906049373,-0.09597353474784519,0.9878283765205855,-0.22743907673500363
-0.03651698873650392,-1.415946701475621,0.7523269385274942,-0.10526700333507216,0.7486615976448886,0.659464564334239,0.668950488334428,-2.3235790470693636,-0.5944608792247973,0.1296231551712492,0.29900509428466415,-0.09539753348577279,-0.12719658923093824,-0.6367942833299927,0.48578870018104636
-2.4986336715008064,2.2175412680398425,-1.044583791082911,1.395362957642532,0.47382241803070735,-0.7195819568138211,-0.6635634558538234,-1.421177418639718,0.19474793586348413,-0.3850052829944517,-1.5907032619296229,0.9256140955276216,0.34084916289315115,-1.1443589938446892,0.05358745902632856
1.1728731178918725,-0.43633889244609053,-2.191481865157491,1.1990111508764254,-1.3387935535550644,1.2954531239913674,0.458320910894327,0.34796551927713004,-1.1628364947855316,0.1463143147034785,-0.371469304411706,-0.4679962546401213,0.1230241596952905,-0.0860068421030129,0.19572590441402976
-1.9497847794773153,-2.127198405047658,0.18480283534108416,-1.647483574781126,1.1248709422601535,-1.7722730289014008,2.9670186213254452,-0.16624918212239537,0.04462149726200579,-0.2180955140695854,0.686279492985582,-0.06787283720009257,-1.404876426893205,1.346830396499307,0.09315854860723394
1.2949612589265107,0.444075270706739,-1.6094621284383703,-2.297255481480787,2.6961887263089275,1.2530873323429812,-0.10047791617094219,0.43159172680417707,0.6856743801877841,0.6414816756217901,2.041802739628395,-0.46022186237804913,-1.921479027348134,0.06419885100274851,0.13594922985277472
-1.6195732132124796,0.005888686508933777,2.270795725409912,-1.5549293720467627,1.0772292741203995,0.9894679232315452,-0.03442316018548476,0.9764559449650534,0.14029999368086032,1.1804447293992446,0.02340437700015135,-0.357201717782673,0.20384530496545017,1.4550871760015929,-0.42490424935832416
4.1581612027375945,-0.4659129844532368,-0.28048876923412336,0.5761921976544612,2.238307360791295,0.13956385330685048,0.08902195950681942,-1.927307183270529,0.38257904364325507,-0.33605007120544145,-0.7455765210870537,0.49753377259820714,0.7219190565094521,-1.0306066008801458,-0.03071092781889661
-0.8373053109397891,1.26955277917696,2.347219923271537,1.308989143403685,0.231388058570422,-0.31499656177321955,-0.47828222608202114,-1.2581131971611768,1.0391601475936212,-0.2627025204120779,0.6492801419157552,-0.10770200092300472,0.6167535052473659,0.9107758375952953,-0.4374556079167116
-2.485738949239944,-1.0702433074542255,1.117175950024066,-0.21795442349946126,-0.6426356642618503,-0.7006712300145632,-1.099861527790166,0.9125922917413465,-0.4404404821967937,-0.006122486787449219,0.8193654704249892,-1.1289487210656357,-0.8135357622999715,1.704762116594999,-0.1459502463558217
-2.576720284456181,-2.113552254481023,0.12199156107093533,2.266730951967634,0.6141520456878423,-0.17233084612235364,-0.569792392665524,0.7875337096986498,-0.025661105198108585,0.6996393455857837,-1.0451175526311334,0.3258848808836373,-0.39228165067495047,1.1903826796267014,0.11367988080066521
2.0371974562911603,2.524111737560902,1.4125553780011055,1.3482033474245316,-0.08944363268470824,-0.8517316408212476,-0.7428899533450131,1.2494892383970153,0.18921046434171362,-0.619032161042062,0.5581374880252395,-0.5130908417038093,-1.7332419201256166,0.939986625753138,0.15877503621166567
